"timestamp","system_cpu_percent","system_memory_used_bytes","system_memory_free_bytes","backend_pid","backend_alive","backend_cpu_seconds","backend_working_set_bytes","backend_private_memory_bytes","backend_thread_count"
"2026-08-16T05:24:02.4076247+07:00","14.59","13518266368","3372711936","24564","True","0.453125","61669376","65978368","16"
"2026-08-16T05:24:03.4531297+07:00","27.62","13657178112","3233800192","24564","True","0.453125","61669376","65978368","16"
"2026-08-16T05:24:04.4660491+07:00","11.62","13656121344","3234856960","24564","True","0.453125","61698048","65978368","16"
"2026-08-16T05:24:05.4736283+07:00","23.92","13713244160","3177734144","24564","True","0.453125","61698048","65978368","16"
"2026-08-16T05:24:06.4997789+07:00","39.6","13809156096","3081822208","24564","True","0.453125","61698048","65978368","16"
"2026-08-16T05:24:07.5177368+07:00","23.84","13814755328","3076222976","24564","True","0.453125","61698048","65978368","16"
"2026-08-16T05:24:08.5387446+07:00","23.65","13814456320","3076521984","24564","True","0.484375","61919232","65978368","16"
"2026-08-16T05:24:09.5552384+07:00","10.75","13816074240","3074904064","24564","True","0.5625","56414208","58753024","16"
"2026-08-16T05:24:10.5666762+07:00","11.93","13821198336","3069779968","24564","True","0.5625","56741888","58753024","16"
"2026-08-16T05:24:11.5924391+07:00","12.66","13804605440","3086372864","24564","True","0.578125","57167872","58753024","16"
"2026-08-16T05:24:12.6035791+07:00","12.51","13804695552","3086282752","24564","True","0.578125","57442304","59236352","16"
"2026-08-16T05:24:13.6182488+07:00","10.32","13773103104","3117875200","24564","True","0.59375","57593856","59236352","16"
"2026-08-16T05:24:14.6331733+07:00","12.43","13799043072","3091935232","24564","True","0.625","57958400","59408384","16"
"2026-08-16T05:24:15.6426534+07:00","12.67","13788872704","3102105600","24564","True","0.625","58073088","59408384","16"
"2026-08-16T05:24:16.6507072+07:00","9.84","13777547264","3113431040","24564","True","0.640625","58073088","59408384","16"
"2026-08-16T05:24:17.6620442+07:00","9.69","13786935296","3104043008","24564","True","0.671875","58429440","59682816","16"
"2026-08-16T05:24:18.6789468+07:00","13.97","13808979968","3081998336","24564","True","0.6875","58429440","59682816","16"
"2026-08-16T05:24:19.6886779+07:00","12.2","13792948224","3098030080","24564","True","0.734375","58601472","59809792","16"
"2026-08-16T05:24:20.7002834+07:00","11.59","13790834688","3100143616","24564","True","0.75","58912768","59809792","16"
"2026-08-16T05:24:21.7126854+07:00","11.52","13793902592","3097075712","24564","True","0.75","58912768","59809792","16"
"2026-08-16T05:24:22.7271612+07:00","11.55","13787332608","3103645696","24564","True","0.78125","59006976","60350464","16"
"2026-08-16T05:24:23.7381265+07:00","14.23","13778649088","3112329216","24564","True","0.828125","59019264","60350464","16"
"2026-08-16T05:24:24.7529102+07:00","14.59","13787832320","3103145984","24564","True","0.828125","59027456","60350464","16"
"2026-08-16T05:24:25.7626926+07:00","11.92","13794570240","3096408064","24564","True","0.84375","59174912","60350464","16"
"2026-08-16T05:24:26.7789656+07:00","12.14","13809328128","3081650176","24564","True","0.859375","59183104","60350464","16"
"2026-08-16T05:24:27.7956436+07:00","12.5","13801750528","3089227776","24564","True","0.890625","59248640","60350464","16"
"2026-08-16T05:24:28.8086816+07:00","11.07","13795733504","3095244800","24564","True","0.890625","59322368","60350464","16"
"2026-08-16T05:24:29.8300150+07:00","11.63","13804634112","3086344192","24564","True","0.90625","59482112","60624896","16"
"2026-08-16T05:24:30.8447310+07:00","14.2","13809926144","3081052160","24564","True","0.9375","59482112","60514304","13"
"2026-08-16T05:24:31.8542243+07:00","10.14","13807112192","3083866112","24564","True","0.96875","59506688","60514304","13"
"2026-08-16T05:24:32.8639495+07:00","12.55","13805727744","3085250560","24564","True","0.984375","59662336","60514304","13"
"2026-08-16T05:24:33.8742515+07:00","14.34","13815513088","3075465216","24564","True","1.015625","59650048","60948480","13"
"2026-08-16T05:24:34.8880733+07:00","12.08","13809483776","3081494528","24564","True","1.015625","59715584","60948480","13"
"2026-08-16T05:24:35.9056628+07:00","14.81","13799747584","3091230720","24564","True","1.03125","59912192","60948480","13"
"2026-08-16T05:24:36.9277259+07:00","12.6","13806518272","3084460032","24564","True","1.046875","60043264","61218816","13"
"2026-08-16T05:24:37.9400456+07:00","10.58","13806878720","3084099584","24564","True","1.09375","60231680","61345792","13"
"2026-08-16T05:24:38.9478706+07:00","14.37","13815820288","3075158016","24564","True","1.09375","60231680","61345792","13"
"2026-08-16T05:24:39.9721681+07:00","13.35","13812297728","3078680576","24564","True","1.109375","60387328","61616128","13"
"2026-08-16T05:24:40.9855708+07:00","12.92","13811720192","3079258112","24564","True","1.125","60596224","61624320","13"
"2026-08-16T05:24:41.9955223+07:00","11.43","13817032704","3073945600","24564","True","1.15625","60846080","62435328","13"
"2026-08-16T05:24:43.0085547+07:00","12.01","13820657664","3070320640","24564","True","1.1875","60624896","61472768","13"
"2026-08-16T05:24:44.0201111+07:00","17.6","13808848896","3082129408","24564","True","1.25","60891136","61870080","13"
"2026-08-16T05:24:45.0302157+07:00","20.33","13806911488","3084066816","24564","True","1.296875","61153280","62705664","13"
"2026-08-16T05:24:46.0446938+07:00","22.51","13802074112","3088904192","24564","True","1.34375","61358080","62988288","13"
"2026-08-16T05:24:47.0564894+07:00","14.83","13819731968","3071246336","24564","True","1.375","61534208","62988288","13"
"2026-08-16T05:24:48.0706330+07:00","12.09","13811372032","3079606272","24564","True","1.390625","61534208","62988288","13"
"2026-08-16T05:24:49.0818727+07:00","12.4","13790683136","3100295168","24564","True","1.390625","61526016","62521344","13"
"2026-08-16T05:24:50.0951206+07:00","11.83","13797044224","3093934080","24564","True","1.4375","61685760","62795776","13"
"2026-08-16T05:24:51.1058161+07:00","11.73","13806596096","3084382208","24564","True","1.484375","61698048","62795776","13"
"2026-08-16T05:24:52.1283544+07:00","13.9","13810151424","3080826880","24564","True","1.53125","62074880","62988288","13"
"2026-08-16T05:24:53.1403477+07:00","12.14","13807386624","3083591680","24564","True","1.5625","62255104","63451136","13"
"2026-08-16T05:24:54.1540439+07:00","11.66","13803270144","3087708160","24564","True","1.609375","62386176","63451136","13"
"2026-08-16T05:24:55.1658760+07:00","12.98","13799677952","3091300352","24564","True","1.640625","62406656","63410176","13"
"2026-08-16T05:24:56.1779042+07:00","9.57","13803536384","3087441920","24564","True","1.65625","62603264","63721472","13"
"2026-08-16T05:24:57.1878111+07:00","10.56","13803950080","3087028224","24564","True","1.6875","62709760","63995904","13"
"2026-08-16T05:24:58.1992233+07:00","13.42","13808144384","3082833920","24564","True","1.75","62926848","64618496","13"
"2026-08-16T05:24:59.2171406+07:00","11.55","13810577408","3080400896","24564","True","1.796875","63131648","64618496","13"
"2026-08-16T05:25:00.2287877+07:00","12.09","13820776448","3070201856","24564","True","1.8125","63332352","64888832","13"
"2026-08-16T05:25:01.2419071+07:00","10.79","13822431232","3068547072","24564","True","1.890625","63528960","65581056","13"
"2026-08-16T05:25:02.2550259+07:00","28.57","13866610688","3024367616","24564","True","1.9375","63766528","65851392","13"
"2026-08-16T05:25:03.2760980+07:00","12.93","13871538176","3019440128","24564","True","1.953125","63733760","65490944","13"
"2026-08-16T05:25:04.2857163+07:00","11.58","13880496128","3010482176","24564","True","1.984375","63950848","65572864","13"
"2026-08-16T05:25:05.3037191+07:00","23.62","13891497984","2999480320","24564","True","2.03125","64299008","65802240","13"
"2026-08-16T05:25:06.3201110+07:00","10.78","13892788224","2998190080","24564","True","2.09375","64471040","65613824","13"
"2026-08-16T05:25:07.3320615+07:00","14.95","13890600960","3000377344","24564","True","2.140625","64880640","66039808","12"
"2026-08-16T05:25:08.3400446+07:00","13.55","13891969024","2999009280","24564","True","2.25","65097728","66310144","12"
"2026-08-16T05:25:09.3486848+07:00","12.9","13878886400","3012091904","24564","True","2.34375","65519616","69406720","12"
"2026-08-16T05:25:10.3628861+07:00","14.95","13893595136","2997383168","24564","True","2.4375","66314240","69406720","12"
"2026-08-16T05:25:11.3747077+07:00","14.33","13896425472","2994552832","24564","True","2.453125","67026944","69140480","12"
"2026-08-16T05:25:12.3871915+07:00","14.37","13906259968","2984718336","24564","True","2.53125","67182592","69505024","12"
"2026-08-16T05:25:13.3991454+07:00","15.44","13943341056","2947637248","24564","True","2.59375","67018752","68993024","12"
"2026-08-16T05:25:14.4145785+07:00","10.24","13929758720","2961219584","24564","True","2.640625","67162112","69455872","12"
"2026-08-16T05:25:15.4214870+07:00","13.11","13907521536","2983456768","24564","True","2.703125","67194880","69464064","12"
"2026-08-16T05:25:16.4332731+07:00","15.08","13910757376","2980220928","24564","True","2.75","67371008","72998912","12"
"2026-08-16T05:25:17.4521072+07:00","10.48","13903900672","2987077632","24564","True","2.796875","67371008","72998912","12"
"2026-08-16T05:25:18.4616489+07:00","13.3","13899214848","2991763456","24564","True","2.84375","68112384","72900608","12"
"2026-08-16T05:25:19.4726290+07:00","13.79","13903089664","2987888640","24564","True","2.890625","69353472","73420800","12"
"2026-08-16T05:25:20.4813103+07:00","14.49","13908664320","2982313984","24564","True","2.9375","69353472","73420800","12"
"2026-08-16T05:25:21.4933942+07:00","12.87","13885263872","3005714432","24564","True","3.015625","69877760","73420800","12"
"2026-08-16T05:25:22.5057130+07:00","14.59","13892325376","2998652928","24564","True","3.03125","70574080","73420800","12"
"2026-08-16T05:25:23.5227603+07:00","10.8","13877735424","3013242880","24564","True","3.078125","70574080","73420800","12"
"2026-08-16T05:25:24.5314699+07:00","15.75","13867511808","3023466496","24564","True","3.1875","70369280","73404416","12"
"2026-08-16T05:25:25.5475762+07:00","11.97","13867757568","3023220736","24564","True","3.234375","70414336","73420800","12"
